customerID,Churn,customer.SeniorCitizen,customer.tenure,account.Charges.Monthly,account.Charges.Total,cuentas_diarias,gender_Male,customer.Partner_Yes,customer.Dependents_Yes,phone.PhoneService_Yes,phone.MultipleLines_No phone service,phone.MultipleLines_Yes,internet.InternetService_Fiber optic,internet.InternetService_No,internet.OnlineSecurity_No internet service,internet.OnlineSecurity_Yes,internet.OnlineBackup_No internet service,internet.OnlineBackup_Yes,internet.DeviceProtection_No internet service,internet.DeviceProtection_Yes,internet.TechSupport_No internet service,internet.TechSupport_Yes,internet.StreamingTV_No internet service,internet.StreamingTV_Yes,internet.StreamingMovies_No internet service,internet.StreamingMovies_Yes,account.Contract_One year,account.Contract_Two year,account.PaperlessBilling_Yes,account.PaymentMethod_Credit card (automatic),account.PaymentMethod_Electronic check,account.PaymentMethod_Mailed check
3902-MIVLE,0,0,1.2472179669631163,0.3635449331174156,1.0575003217714711,0.3602380605727102,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3904-UKFRE,0,0,-1.1552834925186748,0.5097830691320342,-0.8574761956187423,0.5097869459873539,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3908-BLSYF,1,0,-1.073842765078614,0.63607964114466,-0.7862692725544348,0.6393959800133784,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3908-MKIMJ,0,1,1.450819785563268,-0.7581680419947174,0.3026584071687629,-0.7563936171899636,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
3910-MRQOY,0,0,1.6137012404433895,-1.5076384890696393,-0.34557165515086036,-1.5041380442631824,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
3911-RSNHI,0,0,1.572980876723359,-0.11172900893009574,0.8958729595372142,-0.10834844705984055,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
3913-FCUUW,0,0,1.6137012404433895,0.18905624809997268,1.2732387689737414,0.1907493237694473,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
3913-RDSJZ,0,0,1.2879383306831467,-1.303237458049206,-0.2491731874336905,-1.3047395303769904,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
3914-FDRHP,0,0,-0.9516816739185229,0.7141841001524676,-0.6658483949187298,0.7191553855678552,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3915-ODIYG,0,1,1.1250568758030253,0.23226297010429178,0.9241969029122361,0.23062902654668568,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
3916-NRPAP,0,0,-1.196003856238705,0.6959043331506403,-0.8925061193566979,0.699215534179236,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3920-HIHMQ,0,0,-0.2594354906780068,-0.507236694969633,-0.44739667276698303,-0.5071454748322239,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3923-CSIHK,1,1,0.7178532386027217,0.20899781210196597,0.514029143476754,0.21068917515806648,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3926-CUQZX,1,0,-1.2774445836787658,-0.6534748309842517,-0.9858824840813616,-0.6566943602468676,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3926-YZVVX,0,0,0.35136996512244856,-0.48895692796780577,-0.11059763269701754,-0.4872056234436047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3927-NLNRY,1,0,0.8400143297628128,0.9800716201790473,1.1418765549564083,0.9783734536199046,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
3930-ZGWVE,0,0,-1.2774445836787658,-1.4960059100684764,-0.9970664710682277,-1.4941681185688727,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
3932-CMDTD,1,0,-1.1552834925186748,1.3589613362169235,-0.8099387361380784,1.357230630003669,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
3932-IJWDZ,0,0,0.51425142000257,1.2924894562102784,1.088890486430861,1.2974110758378112,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
3933-DQPWX,0,0,0.7178532386027217,-0.832948907002193,-0.1530835477595505,-0.83615302274444,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
3934-HXCFZ,1,0,-0.38159658183809786,1.1462513201956595,-0.04117750045309675,1.1478621904231676,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
3935-TBRZZ,0,0,0.47353105628253955,-1.2982520670487077,-0.515846202589953,-1.294769604682681,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3936-QQFLL,0,0,-1.2367242199587354,-1.4960059100684764,-0.9884413450093229,-1.4941681185688727,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
3938-YFPXD,0,0,1.6137012404433895,0.6493740171459886,1.6400382475094626,0.6493659057076883,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
3941-XTSKM,0,0,0.3920903288424789,-0.6534748309842517,-0.10177397432473645,-0.6566943602468676,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
3943-KDREE,1,0,-0.2594354906780068,0.3386179781149238,-0.19623123720000454,0.340298209184091,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3945-GFWQL,1,0,-0.8295205827584318,-0.6717545979860793,-0.7937473230249429,-0.6766342116354868,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3946-JEWRQ,0,0,0.5956921474426307,1.0116457631822036,1.0073378239250539,1.0082832307028333,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
3946-MHCZW,1,0,-1.2774445836787658,-0.4607063789649816,-0.9833236231533999,-0.45729584636067594,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3948-FVVRP,0,0,-0.9516816739185229,-0.33108621295202406,-0.8060122081624135,-0.3276868123346512,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3948-KXDUF,0,0,1.3693790581232073,0.1325551500943244,0.9564032559710618,0.13092976960358974,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3948-XHGNA,1,0,-0.3408762181180675,-0.505574897969467,-0.47177202902040927,-0.5071454748322239,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3950-VPYJB,0,0,1.0028957846429343,-0.17155370093607608,0.542507500873291,-0.1681680012256979,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3951-NJCVI,0,1,0.3920903288424789,1.0066603721817051,0.734466188762264,1.0082832307028333,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
3955-JBZZM,0,0,-0.503757672998189,0.46657634712771506,-0.28166630938961534,0.4699072432101155,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3956-CJUST,0,1,-0.38159658183809786,0.353574151116419,-0.2806736478227337,0.35026813487840036,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3956-MGXOG,0,0,-0.1779947632379461,0.5264010391336955,-0.015346240568244261,0.5297267973759731,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3957-HHLMR,0,0,1.5322605130033287,0.014567563082529765,0.9985803429905646,0.011290661271874593,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3957-LXOLK,1,1,-0.1779947632379461,1.3755793062185846,0.3850493172199367,1.377170481392288,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
3957-SQXML,0,0,0.06632741908223602,-1.3231790220511994,-0.6112299495943105,-1.3246793817656097,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
3961-SXAXY,0,0,-1.2774445836787658,-0.6883725679877405,-0.9863457261459062,-0.6866041373297964,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3963-RYFNS,0,0,1.6137012404433895,1.7179094882528059,2.5296615437487633,1.716147954998814,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
3966-HRMZA,0,1,-1.196003856238705,0.34194157211525583,-0.9162638195240644,0.340298209184091,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3967-KXAPS,0,0,1.6137012404433895,0.9152615371725684,1.9589252610836974,0.9185538994540471,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
3967-VQOGC,0,0,1.4100994218432377,-1.3248408190513656,-0.2644822347095981,-1.3246793817656097,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
3969-GYXEL,0,0,-0.8702409464784622,0.38681009111974146,-0.6357597198692516,0.39014783765563876,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3969-JQABI,0,0,1.0436161483629647,0.016229360082695793,0.6670093205061758,0.011290661271874593,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3970-XGJDU,0,0,1.2064976032430859,-1.5142856770703037,-0.5100446472101782,-1.5141079699574918,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
3973-SKMLN,0,0,1.572980876723359,-1.491020519067978,-0.40793286069695633,-1.4941681185688727,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
3976-BWUCK,1,0,-0.09655403579788539,0.9750862291785487,0.23149560239631656,0.9783734536199046,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
3976-HXHCE,0,0,1.6137012404433895,-1.5109620830699715,-0.38159424045569756,-1.5141079699574918,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
3976-NLDEZ,0,0,-1.2774445836787658,-1.4677553610656522,-0.9966914655874057,-1.464258341485944,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
3977-QCRSL,0,0,-1.1145631287986444,-1.4827115340671475,-0.953742308460328,-1.4841981928745631,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
3978-YNKDD,0,0,-0.5444780367182194,-1.4594463760648215,-0.7995268192587869,-1.4542884157916345,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
3981-QSVQI,0,0,-0.9924020376385532,-1.4976677070686424,-0.9312640387569421,-1.4941681185688727,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
3982-DQLUS,0,1,1.328658694403177,0.6975661301508064,1.503867139679236,0.699215534179236,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3982-JGSFD,0,0,0.14776814652229672,-1.4760643460664828,-0.6987826997932687,-1.4742282671802533,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
3982-XWFZQ,1,0,0.3920903288424789,-0.48230973996714116,-0.0335670951070044,-0.47723569774929514,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3985-HOYPM,0,0,-0.2594354906780068,-1.5076384890696393,-0.7739161508332414,-1.5041380442631824,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3987-KQDDU,0,0,-0.9516816739185229,0.3602213391170831,-0.7139152739017306,0.3602380605727102,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3988-RQIXO,1,1,-1.2774445836787658,0.8820255971692459,-0.9654998332413923,0.8786741966768087,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
3990-QYKBE,1,1,0.18848851024232707,0.921908725173233,0.5266249158031853,0.9185538994540471,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
3992-YWPKO,1,0,-1.073842765078614,1.5002140812310438,-0.7104299288446796,1.4968095897240032,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
3995-WFCSM,0,0,-1.2367242199587354,-0.130008775931923,-0.9566320565772499,-0.12828829844845974,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3996-ZNWYK,0,1,1.572980876723359,-1.4943441130683104,-0.39321941036117775,-1.4941681185688727,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
3999-QGRJH,1,1,-0.9924020376385532,0.16412929309748084,-0.7583423938061654,0.1608395466865183,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3999-WRNGR,0,0,1.1250568758030253,-0.4989277099688024,0.34840907582903974,-0.4971755491379143,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
4000-VGMQP,0,0,0.22920887396235742,0.4715617381282136,0.25712832996779306,0.4699072432101155,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0
4001-TSBTV,0,0,1.0436161483629647,0.8903345821700765,1.4258659996682719,0.888644122371118,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
4002-BQWPQ,0,0,-0.30015585439803716,0.5646223701375165,-0.11070792842667104,0.5596365744589021,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4003-FUSHP,0,0,-0.5444780367182194,-0.10674361792959741,-0.523478667081976,-0.10834844705984055,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
4003-OCTMP,0,0,-0.05583367207785504,-0.025315564921457288,-0.1627895719690596,-0.028589041505363788,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
4006-HKYHO,0,0,1.2472179669631163,0.7291402731539628,1.336680872670442,0.729125311262165,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
4007-NHVHI,0,1,0.9621754209229038,1.0664850641876853,1.2970405874329693,1.0681027848686908,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4009-ALQFH,1,0,-0.30015585439803716,1.15456030519649,0.03940455963175947,1.157832116117477,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
4010-YLMVT,0,0,0.9621754209229038,1.3905354792200795,1.5945302294544232,1.3871404070865974,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
4011-ARPHK,0,0,-0.21871512695797646,-0.4789861459668089,-0.38311632152491604,-0.47723569774929514,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4012-YCFAI,0,0,1.1250568758030253,-0.11339080593026177,0.6558032743733788,-0.11831837275414993,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
4012-ZTHBR,0,0,-0.46303730927815856,-0.6584602219847501,-0.5971341553445916,-0.6566943602468676,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4013-GUXND,0,0,-1.2774445836787658,-1.461108173064988,-0.9966032290036828,-1.464258341485944,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
4013-TLDHQ,1,0,-0.5444780367182194,0.4482965801258878,-0.3479981612032377,0.4499673918214963,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4013-UBXWQ,1,0,-1.0331224013585836,0.3286471961139271,-0.7758794148210739,0.3303282834897816,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
4016-BJKTZ,0,0,-0.30015585439803716,1.4669781412277214,0.23352504382194136,1.4668998126410742,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
4018-KJYUY,0,0,-0.4223169455581282,-1.4827115340671475,-0.8149682214102787,-1.4841981928745631,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
4018-PPNDW,0,0,1.1657772395230557,-1.3514295710540236,-0.3212404171892956,-1.3545891588485384,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
4020-KIUDI,0,0,-1.073842765078614,-1.4926823160681442,-0.9445215854612944,-1.4941681185688727,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
4021-RQSNY,1,1,-0.13727439951791576,1.1213243651931677,0.3195998312435424,1.1179524133402385,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
4023-RTIQM,0,1,-0.05583367207785504,-0.47732434896664283,-0.3086667040087952,-0.47723569774929514,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
4024-CSNBY,0,0,1.6137012404433895,0.9800716201790473,2.016212863065732,0.9783734536199046,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
4026-SKKHW,0,0,-1.196003856238705,-0.48230973996714116,-0.9385876752059353,-0.47723569774929514,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4029-HPFVY,0,0,-1.196003856238705,0.18407085709947413,-0.9085431184483186,0.1807793980751375,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4030-VPZBD,1,0,-1.2367242199587354,-1.125425179031431,-0.9797279823666954,-1.125280867879418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4032-RMHCI,0,0,0.35136996512244856,-0.9758634490164797,-0.38265307946037125,-0.9757319824647744,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4039-HEUNW,1,1,0.14776814652229672,1.0548524851865226,0.5101687929388811,1.0581328591743815,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
4039-PIMHX,0,1,0.6771328748826914,-0.49726591296863637,0.05235327829308179,-0.4971755491379143,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4043-MKDTV,0,0,1.572980876723359,1.3456669602155942,2.211215713093142,1.3472607043093592,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
4049-ZPALD,0,0,1.2879383306831467,1.1379423351948288,1.8071142187886031,1.1378922647288578,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0
4054-CUMIA,0,0,-0.5851984004382497,-1.479387940066815,-0.8284463595739379,-1.4742282671802533,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
4056-QHXHZ,0,0,1.6137012404433895,1.4187860282229037,2.3369307857522155,1.4170501841695264,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
4057-FKCZK,0,0,1.0436161483629647,0.5895493251400084,1.1242733565037077,0.5895463515418307,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4059-IIEBK,0,0,-1.0331224013585836,0.45826736212688446,-0.7750632264216378,0.45993731751580613,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4060-LDNLU,0,0,-1.0331224013585836,1.044881703185526,-0.7235551206734475,1.0481629334800717,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
4061-UKJWL,0,0,-1.196003856238705,-0.6418422519830889,-0.9432642141432444,-0.6367545088582484,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4062-HBMOS,0,0,0.7992939660427824,1.2725478922082847,1.361078288069799,1.2774712244491921,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
4063-EIKNQ,0,0,-0.8702409464784622,-1.4561227820644893,-0.887829580419389,-1.4542884157916345,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
4065-JJAVA,0,0,-1.2774445836787658,-0.507236694969633,-0.9839412792394596,-0.5071454748322239,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4067-HLYQI,0,0,0.025607055362205665,0.18739445109980665,0.05575038676640989,0.1907493237694473,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4070-OKWVH,0,0,0.7992939660427824,0.9917041991802099,1.211517278659636,0.988343379314214,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4072-IPYLT,0,0,0.14776814652229672,-0.4557209879644833,-0.20503283642635484,-0.45729584636067594,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4074-SJFFA,1,0,-1.2774445836787658,-0.33274800995219006,-0.981625068916736,-0.3376567380289608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4075-JFPGR,0,0,0.7585736023227521,0.9551446651765554,1.0322867179726785,0.9584336022312855,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
4075-WKNIU,0,0,-1.3181649473987962,0.28544047410960754,-1.0057798337108552,0.28047865501823344,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
4077-CROMM,1,0,-0.05583367207785504,1.3107692232121058,0.4251749036678844,1.3073810015321212,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
4077-HWUYD,0,0,1.6137012404433895,0.7573908221567867,1.8456515467295402,0.7590350883450936,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
4078-SAYYN,1,0,-0.8702409464784622,1.1961052302006432,-0.5073534314066325,1.1977118188947153,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
4079-ULGFR,0,0,-0.6666391278783104,-1.4876969250676457,-0.8841457030489617,-1.4841981928745631,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
4079-VTGLK,0,1,-0.09655403579788539,0.3352943841145912,-0.043229001024652124,0.3303282834897816,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
4079-WWQQQ,0,0,1.6137012404433895,0.026200142083692438,1.1151849883802583,0.021260586966184408,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
4080-IIARD,0,0,-0.7888002190384015,0.38016290311907686,-0.572780858237096,0.3801779119613294,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
4080-OGPJL,1,0,-0.9924020376385532,0.2123214061022985,-0.757107081634046,0.21068917515806648,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4081-DYXAV,1,0,-0.5444780367182194,-0.6617838159850824,-0.6115608367832711,-0.6566943602468676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
4083-BFNYK,0,1,0.22920887396235742,1.0049985751815391,0.578618322761851,1.0082832307028333,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
4083-EUGRJ,1,0,-0.9516816739185229,-1.479387940066815,-0.9270286827382472,-1.4742282671802533,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
4086-ATNFV,0,0,0.06632741908223602,-0.13167057293208928,-0.1048622547550349,-0.12828829844845974,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
4086-WITJG,0,0,1.572980876723359,-1.4976677070686424,-0.43175673830211503,-1.4941681185688727,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
4086-YQSNZ,1,1,-1.196003856238705,0.5197538511330313,-0.9069328007953772,0.5197568716816637,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4088-YLDSU,1,0,0.9214550572028735,1.3091074262119398,1.5279557270355633,1.3073810015321212,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
4090-KPJIP,0,0,-1.196003856238705,0.3386179781149238,-0.9120725817972309,0.340298209184091,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4091-TVOCN,0,0,0.636412511162661,0.46491455012754906,0.6188542049394522,0.45993731751580613,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
4092-OFQZS,0,0,-0.503757672998189,-1.4660935640654862,-0.8215859651894893,-1.464258341485944,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
4094-NSEDU,1,1,-0.46303730927815856,0.9800716201790473,-0.13499504809637447,0.9783734536199046,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
4097-YODCF,0,0,0.06632741908223602,1.2974748472107767,0.5254778402147887,1.2974110758378112,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
